Tweet,Actual_Sentiment,Predicted_Sentiment
Well done #SanketSargar for getting India it's first medal at CWG 2022 ! Proud of you🥈  #WINatCWG22BirCGI #WINatCWG22BirCGI🇮🇳 #Cheer4India  #IndiaTaiyaarHai #CWG2022  #prideofbharat #indiaontherise  @YASMinistry @WeAreTeamIndia  @HCI_London,positive,positive
Indian Men's Table Tennis Team sail through with a 3-0 victory against Singapore. 🏓🇮🇳  @sharathkamal1 @ttfitweet @WeAreTeamIndia   #TeamIndia #CWG2022 #Birmingham2022 #CommonwealthGames #commonwealthgames2022  https://t.co/WkaP4wj17t,neutral,neutral
Catch the live Indian action of Day 3 of Commonwealth Games 2022 #CWG2022 #Cheer4India #TeamIndia  Follow us for all the action at @birminghamcg22   @SDhingra27 @SidanaVidit @brosswb @AnjanAniket @Ankit140390 @VibhorVse20 @nishant_dadhich @MervsT @FyManan  https://t.co/WSoSzlwNlp  https://t.co/Mescuoe4cH,neutral,neutral
चांदी की चमक के साथ शुरुआत 🇮🇳  Congratulations #SanketMahadevSargar for winning 🥈 Silver for India in men's 55kg Weightlifting.  You have made India proud🎉🎉 #CommonwealthGames  #CWG2022  https://t.co/168HeMsduH,positive,positive
Powerplay done and dusted ✅  Can #TeamIndia kick on from here? 🤞  🇮🇳 - 35/1 (6)  #AUSvIND #CWG2022 #B2022,neutral,neutral
"Wishing luck to all the #indian contingents at #CWG2022, who're representing #TeamIndia with their igniting passion &amp; tenacious spirit.  #CommonwealthGames2022  #India  https://t.co/4v5xm37xGW",positive,positive
Bismah's struggle comes to an end and she's gone! lbw! #INDvsPAK #CWG2022,negative,negative
"🇮🇳💥 𝐃𝐎 𝐘𝐎𝐔 𝐊𝐍𝐎𝐖? #OnThisDay in 2018, #SmirtiMandhana smashed the fastest 5️⃣0️⃣ in Women's T20 while playing for Western Storm.  🤔 In how many balls did she score the fifty?  #Podeum #FantasySports #TeamIndia #CWG2022 #B2022 #WomensCricket #BCCIWomen  https://t.co/9FvVOab9dH",positive,neutral
दीप्ति शर्मा का कमाल. फ्लाइटेड डिलिवरी पर रेचल हेंस को फंसाया. 49 पर गिरा ऑस्ट्रेलिया का पांचवां विकेट. #INDvsAUS #CWG2022,neutral,neutral
"Watching lawn bowls is kinda therapeutic. Unlike the speed of other games, the balls here roll in slowly, kissing the grass on their way. #CWG2022",positive,neutral
This is not just news but it is the full spirit of India which makes every Indian proud.@mirabai_chanu #MirabaiChanu  #CWG2022,positive,positive
Relive India's third day at the Birmingham CWG #CWG2022 #achintasehuli  https://t.co/ngTkfQV8xm,neutral,neutral
#CWG2022 Gold from @mirabai_chanu  Splendid perfomance indeed!!! #CommonwealthGames2022  https://t.co/PCsNlPtM4K,positive,neutral
शुभकामनाएं चैम्पियंस 🇮🇳।  राष्ट्रमंडल खेल 2022 के लिए भारतीय दल को अनंत मंगलकामनाएं।  देश को पूर्ण विश्वास है कि हमारे खिलाड़ी अपने उत्कृष्ट प्रदर्शन से देश को गौरवान्वित करेंगे।  #CommonwealthGames #CWG2022  https://t.co/ABV6j27qLS,neutral,neutral
ऐतिहासिक पल!   भारत के स्टार वेटलिफ्टर संकेत सरगर जी ने बर्मिंघम #CWG2022 में शानदार प्रदर्शन करते हुए 55 किलो वर्ग स्पर्धा में सिल्वर मेडल जीतकर भारत को पहला पदक दिलाया है।   इस उपलब्धि पर बधाई एवं शुभकामनाएं। संपूर्ण देशवासियों को आप पर गर्व है !! #SanketSargar  https://t.co/mRftk12qVj,neutral,neutral
#WomensCricket #CWG2022  https://t.co/f0PHUcDqQ8,neutral,neutral
"From Young Sensation Anahat to a terrific comeback by Stalwart Sharath Kamal to Srihari Qualification, Day 1 was good for #TeamIndia at #CWG2022   Looking forward to Day 2️⃣ with a lot of medal matches &amp; expectations!  Bring it on! @WeAreTeamIndia  #CommonwealthGames @CWG2022India  https://t.co/grVTFQwJyQ",positive,positive
Nottingham-born Georgia Holt pilots Sophie Unwin to a bronze medal in the women's Tandem B sprint. #CWG2022  https://t.co/3PXEY1xEGl,positive,positive
"What an amazing performance, Another Gold Medal🏅 for India 🇮🇳 in Weightlifting 🏋  #CWG22 #CWG2022 #CWG2022India #B2022",positive,positive
#CWG2022 #SAI @ianuragthakur  https://t.co/HnsQOAXjBG,neutral,neutral
🇮🇳🏋️‍♂️🥇 JEREMY LALRINNUNGA wins 2nd GOLD for India🙏🙏🥇  He lifted a total of 300kg (GR) to bag India's 5th medal in Weightlifting  #weightlifting #CWG2022 #B2022 #TeamIndia #Birmingham2022 #JeremyLalrinnunga @raltejeremy #CommonwealthGames #CommonwealthGames2022  https://t.co/0HzFLqICcQ,positive,positive
#bjp @rt_com #nato #eu #ukraine #paris #taiwan #aljazeera #cwg2022 #bbcbreakfast #liz4leader #ready4rishi #bbc #cnn #uae #biden #trump #covid #oic #cair #haf #uscirf  Why hasnt the #Muslim nation of #Azerbaijan threatened 2 bomb #Serbia in support of the Muslim nation of #Kosovo?,negative,positive
The 23-year-old created a Games record by lifting 116kg in the clean and jerk after a personal best of 86kg in the snatch section. #BindyaraniDevi #CWG #CWG2022   https://t.co/5fQokrqHQb,positive,positive
Watch as TSR reacts to Sanket Sargar winning the silver medal in 55kg Weightlifting event.   https://t.co/cMbtwMK5XK  #CommonwealthGames2022 #CommonwealthGames #Birmingham2022 #CWG2022 #SanketMahadevSargar,positive,positive
We go into the mid game interval with 🇮🇳 pair leading 11-6 🔥  #PBLIndia #Commonwealthgames #B2022 #CWG2022 #Badminton  @birminghamcg22,neutral,neutral
84 kg in snatch 1st attempt . Only miracle or misfortune can deny her the Gold #MirabaiChanu #CWG2022,positive,positive
"मीरा बाई चानू ने जीता गोल्ड, #CWG2022 में पहले प्रयास में उठाया 109 किलो वजन",neutral,neutral
Pranati lands her Vault jump well balanced.... but Thombare falters at the landing  #CWG2022  https://t.co/yvY89CdZ94,positive,positive
"#CWG2022, July 30: India's Schedule on Day 2 @birminghamcg22   𝐇𝐨𝐜𝐤𝐞𝐲  Women’s Pool A: India vs Wales - 11:30 PM IST",neutral,neutral
#B2022 @Neeraj_chopra1 will not participate in the upcoming Commonwealth Games as he is injured. Big blow to India at #CWG2022  #NeerajChopra #CWG22,negative,negative
#NewsAlert : 19-year-old Jeremy Lalrinnunga wins the Gold Medal in Men's 67kg Weightlifting at #CWG2022 - India’s 2nd gold at #CommonwealthGames2022 . #TNI #Insight  https://t.co/viTGxy97aO,positive,positive
#WomenPower reigning at #CWG2022 👏🏻  Congratulations to #BindyaraniDevi 🏋‍♀️for winning #Silver 🥈in the Women's 55kg with a total lift of 202kg 💪   With this 🇮🇳 bags 4️⃣🏅 @birminghamcg22  #Cheer4India #CommonwealthGames2022  https://t.co/pCTjHLwRAe,positive,positive
"#CWG2022 #B2022  #Hockey: Savita Punia &amp; Co are back in action, taking on Wales. Important for India to win this and possibly win big the way this group is shaping up.   https://t.co/17OdkIKYq9  https://t.co/oyDxqNjvz8",positive,positive
राष्ट्रमंडल खेलों में भारत का पहला पदक :  वेटलिफ्टर संकेत महादेव ने मेंस 55 KG वेट कैटेगरी में रजत पदक जीतकर देश को पहला पदक दिलाया।  देशवासियों को हार्दिक बधाई एवं शुभकामनाएं।  #SanketMahadevSargar #CWG2022  https://t.co/nov9FLUZC5,neutral,neutral
CWG 2022: भारतीय महिला हॉकी टीम पर मंडराया कोविड का संकट।  #CWG #CWG2022 #IndianHockeyTeam #Commonwealth  https://t.co/q7phiJCJ3Q,neutral,neutral
CWG 2022 | Day 1 Live  Boxer Shiva Thapa beat Pakistan's Suleman Baloch 5-0 in Round of 32 bout  #CWG2022 #B2022 #TeamIndia #Boxing  Follow for live updates:  https://t.co/xYQ7hKMYtd,neutral,neutral
"""Whenever we play against them (Australia), they have always given us tough competition. And this time, we are looking very positive. Every game will be crucial for us and we will try to give 100 per cent,""            - Harmanpreet Kaur #CWG2022 #Birmingham2022 #CommonwealthGames",positive,positive
"#CWG2022  #CommonwealthGames2022  Here is the schedule for 30th July, 22 where Indian Atheletes will be in action.  https://t.co/7ctuHa7ngq",neutral,neutral
"🚶🏿‍♀️ The #CWG2022 #B2022 Marathon takes place tomorrow.  From 02:30 tonight until 15:30 tomorrow afternoon, there will be a number of road closures in South #Birmingham and the City Centre area.  Plan Ahead.  More info on the B2022 website  https://t.co/aaJM7yI63E",positive,positive
Indian 🇮🇳 women's table tennis team in action against 🇿🇦 South Africa.   Reeth Tennison and Sreeja Akula kick start the campaign for the defending champions in the doubles tie.   #TableTennis #B2022 #CWG2022 🏓,positive,positive
Commonwealth Games 2022 Weightlifting men's 55kg category!  Sanket Mahadev lifts 107KG in his 1st attempt!!  #CommonwealthGames #CWG2022 #Weightlifting 🏋️‍♂️ #Birmingham2022 #TeamIndia  https://t.co/TmblRa0Xxo,neutral,neutral
संकेत सरगर ने नौकरी पाने और अपने पिता की पान और खाने की दुकान में मदद करने में खूब संघर्ष किया.  #CWG2022 #SanketSargar    https://t.co/QSCTCKg06W,neutral,neutral
#IndiaHockey performance 👏 #HockeyIndia players much finest &amp;  fittest than #Crickers we need to support &amp; follow then. They are real hero who choose difficult game thank #IPL #India4CWG2022 #CWG2022 #CWG2022India #cwgindia,positive,positive
India🇮🇳 at Commonwealth Games  #CommonwealthGames2022 #CWG2022 #CWG2022India #CWG #b2022  #IndiaAtB2022 #MirabaiChanu #JeremyLalrinnunga #SanketSargar #Bindyarani #GururajaPoojary Link🔗  https://t.co/zAFR57QCcj,neutral,neutral
"Commonwealth Games (CWG) 2022 Men's Hockey Schedule, Date, Time, Venue, Tickets, Groups, Fixtures, Live Stream US, UK, India #hoc key #india #manpreetsingh #cwg #cwg2022 #commonwealthgames #birmingham  https://t.co/D3owL4u3in",neutral,neutral
#MPSC #UPSC #राज्यसेवा #SSC #CWG2022   🎯 22 वे कॉमनवेल्थ गेम्स 2022: 🇮🇳  🎯 वेटलिफ्टर बिंदियाराणी देवी रौप्य पदक   🎯 महिलांच्या 55 किलो वजनी गटात एकूण 202 किलो वजनासह रौप्य पदक  https://t.co/9sEfcuP5Uf,neutral,neutral
Congratulations s @mirabai_chanu ❤️  🇮🇳  for winning India's first Gold Medal at CWG 2022 with a combined lift of 197 kg⚡.  Hope many more to go..At least hoping for 25 gold 🥇medals this time ..  #MirabaiChanu  #CommonwealthGames  #weightlifting  #CWG2022  https://t.co/ZwIXHvbAnH,positive,positive
#CWG2022 #B2022 We've fully immersed ourselves in #Rugby7s 🏉♥️ @birminghamcg22 @ourladyoflourd1  https://t.co/7kSA9ZnHbp,neutral,neutral
Proud moment!  It’s a 🥇   Many congratulations to @mirabai_chanu ji for winning the 1st Gold and setting the record in the 49kg category for India at #CWG2022.  https://t.co/CKQ6ORTBSW,positive,positive
"भारत के लिए एक और पदक!  मैं  #CWG2022, बर्मिंघम में रजत पदक जीतने के लिए #BindyaraniDevi को बधाई एवं बहुत बहुत शुभकामनाएं देता हूँ।। आप सभ नारियों के लिए एक प्रेरणा हो।।  देश को आप पर गर्व है  #CommonwealthGames  #Cheer4India  #BindyaraniDevi  https://t.co/NEePLemX6K",neutral,neutral
After learning all about countries from around the world @SanSior  Thor is mega excited to be at #B2022 #commonwealthgames #cwg2022 we spotted so many flags 🏴󠁧󠁢󠁷󠁬󠁳󠁿 and we supported team #Jamaica 🇯🇲 in badminton 🏸 coached by uncle @NicoStrange  https://t.co/L7tlgEevP8,positive,positive
"Amazing, Second Medal in a Single Day!  Congratulations to #GururajaPoojary ji for winning Bronze medal with a total lift of 269 Kg in the Men's 61kg Finals at #CommonwealthGames and making India proud.  #CWG2022  https://t.co/tugtNsEQJN",positive,positive
"Table Tennis (Women's doubles):  Reeth/Akula (INDIA) beat Patel/Edwards (SOUTH AFRICA) by 11-7, 11-7, 11-5.  India lead 1-0!  A comfortable victory for the Indian pair 😊  Up next: Gold Coast 2018 gold medalist Manika Batra we be in action.  #CWG2022",positive,positive
Congratulations to Sanket Sargar for clinching the silver medal and first ever medal in this Common wealth games from India. reiterate such performance and keep shining. Best wishes! 💐 #SanketSargar #CWG2022  https://t.co/eEq8RDpmnu,positive,positive
Good start for #India in #CWG2022,positive,positive
The 22nd #CommonwealthGames begin today!   When and where to watch live streaming of opening ceremony in India  #CWG2022    https://t.co/0hniPHEgQK,neutral,neutral
🚨 𝗨𝗣𝗗𝗔𝗧𝗘𝗗 🚨  The updated schedule of Day 1️⃣ of the Commonwealth Games 2️⃣0️⃣2️⃣2️⃣ is finally available 🇮🇳🏅  Read to know who is playing for India at the Birmingham Games on Day 1️⃣ ⤵️  #CWG2022🏅 #B2022 🏟️   https://t.co/FCk5suu0Tu,positive,positive
Sumeeth Reddy/Chirag Shetty will be up next for the MD match 💪🇮🇳  Stay tuned 🙌  #PBLIndia #Commonwealthgames #B2022 #CWG2022 #Badminton  @birminghamcg22,neutral,neutral
MIRABAI CHANU WON THE INDIA'S FIRST GOLD AT COMMONWEALTH GAMES 2022 SHE CONTINUES HER FORM AND FINALLY GOT WHAT SHE TRULY DESERVES! @mirabai_chanu #CWG2022  https://t.co/toR1L6XotX,positive,positive
Making 🇮🇳 Proud!  Congratulations to Saikhom Mirabai Chanu on bagging Gold Medal🥇in women's 49kg event 🏋️ at CWG 2022 and also to her coach Vijay Sharma for the remarkable results of his constant guidance &amp; support.  #Cheer4India #CWG2022  https://t.co/4na6ckINN4,positive,positive
!! जय भवानी !! मीराबाई चानू ने कॉमनवेल्थ गेम्स में स्वर्ण पदक जीता  मीराबाई चानू सिर्फ एक नाम नहीं है बल्कि भारत नारी की शक्ति की प्रतीक है😊🇮🇳  #MirabaiChanu #CWG2022 #CommonwealthGames2022  https://t.co/h3y1gLhYDp,neutral,neutral
All The Best #TeamIndia 🇮🇳❤️  #CommonwealthGames #CommonwealthGames2022 #IndiaAtB2022 #Birmingham2022 #CWG2022 #B2022 #CWG #India  https://t.co/kbiFFZQ4Jf,positive,positive
پاک،بھارت میچ ،ٹاس رپورٹ  تفصیلات لنک میں  https://t.co/mfmFmAgwLc #pakwvsind #CWG2022 #Birmingham2022 #LatestNews #cricagain  https://t.co/L8eYqVPNmw,neutral,neutral
"#ICYMI, Mirabai Chanu in the 49 kg event tonight 😂👇  #MirabaiChanu #CWG2022 #SonySportsNetwork #SirfSonyPeDikhega  https://t.co/HqamUutE2s",neutral,neutral
She is Shakti! She is Nari Shakti!  Heartiest Congratulations to Mirabai Chanu on winning India’s first Gold medal in #Weightlifting at #CWG2022.  A Billion Salute to the Golden Girl!  #CWG2022India  #India4CWG2022 #Cheer4India #meerabaichanugotsilvermedal #meerabaichaanu  https://t.co/x33saYEQRA,positive,positive
